names,scores,logfoldchanges,pvals,pvals_adj
EXO5,0.19603351,0.018260408,0.8445839407377365,1.0
RP11-14K2.1,0.19597198,-0.11711231,0.8446320912214859,1.0
RP11-408B11.2,0.19589816,2.8105595,0.8446898725682257,1.0
APOC2,0.19589816,2.961275,0.8446898725682257,1.0
AC006116.15,0.19587356,2.9425042,0.8447091332028457,1.0
MFSD13B,0.19587356,3.1110585,0.8447091332028457,1.0
AC016683.5,0.19584896,2.6709783,0.8447283939303004,1.0
RPL6P29,0.19582434,2.5740216,0.8447476547505786,1.0
RP11-72J9.1,0.19582434,2.592307,0.8447476547505786,1.0
RP11-504I13.2,0.19582434,2.574253,0.8447476547505786,1.0
RP11-328C8.5,0.19579974,2.4101028,0.8447669156636689,1.0
CTD-2553L13.4,0.19577514,2.4578862,0.8447861766695604,1.0
RP11-323F24.3,0.19576283,2.3749,0.844795807207303,1.0
GRIA4,0.19575052,2.5529854,0.8448054377682415,1.0
CTD-2376I4.1,0.19575052,2.406746,0.8448054377682415,1.0
ANTXRL,0.19575052,2.4038978,0.8448054377682415,1.0
MAGEB10,0.19572592,2.1818614,0.8448246989597014,1.0
RP1-122O8.7,0.19572592,2.3743105,0.8448246989597014,1.0
LINC01559,0.1957013,2.2376175,0.8448439602439286,1.0
AC005795.1,0.1957013,2.2155566,0.8448439602439286,1.0
Metazoa-SRP.57,0.1957013,1.2528838,0.8448439602439286,1.0
MASP2,0.1957013,2.192174,0.8448439602439286,1.0
RP11-506F3.1,0.1956767,1.4779571,0.8448632216209119,1.0
AC104651.2,0.1956521,1.4712375,0.8448824830906403,1.0
RP11-15E1.5,0.1956521,1.9610124,0.8448824830906403,1.0
RPL17P19,0.1956521,2.1256871,0.8448824830906403,1.0
TRIM36-IT1,0.19562748,1.4014302,0.8449017446531022,1.0
WDFY3,0.19557828,0.11971133,0.8449402680561826,1.0
CYP2E1,0.19555366,0.8566981,0.8449595298967785,1.0
RP11-173A16.2,0.19555366,1.0795664,0.8449595298967785,1.0
SNORA73.2,0.19555366,1.7810775,0.8449595298967785,1.0
RP11-356N1.2,0.19550446,1.591871,0.8449980538560256,1.0
LILRA6,0.19545524,1.0144204,0.8450365781859385,1.0
OSGEPL1,0.19538142,0.08988241,0.8450943653756096,1.0
C16orf45,0.19528298,-0.14371563,0.8451714162583301,1.0
PABPC3,0.19513534,0.9186005,0.8452869953591502,1.0
RP11-59H7.1,0.19507383,0.21194804,0.845335154300757,1.0
RP11-458F8.4,0.1950123,0.30005595,0.845383313820302,1.0
DTX2P1-UPK3BP1-PMS2P11,0.19497539,0.3682182,0.8454122098093663,1.0
ABO,0.19491388,-0.17260015,0.8454603702532474,1.0
BMP3,0.19486466,0.8724686,0.8454988990241479,1.0
RP5-884G6.2,0.19484006,0.61278796,0.8455181635481659,1.0
TRIM21,0.1946678,0.10583991,0.8456530178018404,1.0
MGST3,0.19460629,-0.04892208,0.845701181131379,1.0
AC079922.3,0.19459398,0.008583273,0.8457108138664851,1.0
DNHD1,0.19454476,0.3702298,0.8457493450375231,1.0
OGFOD2,0.19444634,0.064197876,0.8458264084862551,1.0
RPL13AP2,0.19417566,0.59064436,0.8460383405732799,1.0
RP11-793I11.1,0.19416335,1.1740029,0.8460479741147495,1.0
CDK11A,0.19412644,-0.088892035,0.846076874877235,1.0
RP4-724E16.2,0.19343744,2.8945377,0.8466163937476856,1.0
RP3-468O1.6,0.19341284,2.4933517,0.8466356636102302,1.0
RPSAP11,0.19333902,2.5151832,0.8466934737480931,1.0
RN7SL638P,0.19333902,2.1131294,0.8466934737480931,1.0
RP4-789D17.5,0.19333902,2.5361679,0.8466934737480931,1.0
RPL30P12,0.19333902,2.4494994,0.8466934737480931,1.0
SLITRK2,0.19333902,2.3081863,0.8466934737480931,1.0
PTTG3P,0.1933144,2.1435845,0.8467127439774196,1.0
TNPO1P1,0.1932775,1.3781793,0.8467416494932822,1.0
NEUROG2,0.19321598,2.2627275,0.8467898258112873,1.0
KRT18P23,0.19319136,2.0977623,0.8468090964988384,1.0
EIF2S2P4,0.19316676,0.22284621,0.8468283672780008,1.0
CFAP61,0.19316676,2.1020823,0.8468283672780008,1.0
RP11-538P18.1,0.19314216,1.6817831,0.8468476381487633,1.0
RP11-392A14.9,0.19314216,2.2221038,0.8468476381487633,1.0
RP11-15J22.8,0.19311754,1.9363047,0.8468669091111143,1.0
MYZAP,0.19309294,1.7150851,0.846886180165043,1.0
DCTPP1,0.19308063,-0.21545799,0.8468958157263454,1.0
RP11-56B16.2,0.19304372,1.8222162,0.8469247225475881,1.0
NYAP1,0.19304372,1.9613271,0.8469247225475881,1.0
AC093375.1,0.19301912,1.7118838,0.8469439938761819,1.0
POU4F1,0.19301912,1.0584502,0.8469439938761819,1.0
AC006369.2,0.19301912,1.653283,0.8469439938761819,1.0
TUBB8,0.1929699,1.6204119,0.8469825368079562,1.0
PCSK1,0.1929453,1.3324611,0.8470018084111142,1.0
RPL5P10,0.19292068,1.4371415,0.8470210801057709,1.0
RP11-778J16.2,0.19292068,1.0334091,0.8470210801057709,1.0
JTBP1,0.19289608,0.6444472,0.8470403518919154,1.0
STUM,0.19287148,1.0668607,0.8470596237695364,1.0
RP11-568G20.2,0.19284686,1.2831159,0.8470788957386224,1.0
LCNL1,0.19279766,0.8669018,0.8471174399511452,1.0
DUBR,0.19276075,0.11870348,0.8471463483505499,1.0
RP11-160H22.5,0.19272384,0.7981549,0.8471752569556374,1.0
ANKRD50,0.19267462,0.012037055,0.8472138020823065,1.0
RP4-575N6.4,0.19247776,-0.38380158,0.8473679862430953,1.0
RP11-425D10.10,0.19244085,0.35537103,0.8473968964238252,1.0
TPT1P4,0.19199792,-0.06716566,0.847743834599364,1.0
FZD2,0.1919118,0.12416178,0.8478112982285739,1.0
WDFY4,0.1918995,0.65845424,0.8478209359809279,1.0
RP11-410L14.1,0.19181336,-0.18688005,0.8478884008844749,1.0
RNU6-10P,0.19177645,0.27572957,0.8479173147557767,1.0
RPS3AP34,0.19140735,0.44247413,0.848206464719459,1.0
RP11-512F24.1,0.19077986,1.9094337,0.8486980665223781,1.0
C7orf57,0.19077986,1.9281836,0.8486980665223781,1.0
TPM3P6,0.19075525,1.8340666,0.8487173462249226,1.0
RP5-1049G16.4,0.19070604,0.98851407,0.8487559059014952,1.0
RP11-803P9.1,0.19063222,1.5679069,0.8488137460948949,1.0
RP11-663N22.1,0.19053379,1.6697143,0.8488908676188979,1.0
SPRR2F,0.19048457,-0.4364696,0.8489294289233269,1.0
RP4-569M23.5,0.19045997,0.98425686,0.8489487097111089,1.0
AC009963.5,0.19043536,0.7090704,0.8489679905892542,1.0
PLA2G12AP1,0.19043536,1.5455272,0.8489679905892542,1.0
RP11-434H6.6,0.19039845,0.29330108,0.8489969120758789,1.0
RP11-219B17.3,0.19038615,2.0348544,0.8490065526165899,1.0
RP11-925D8.1,0.19036154,1.2285073,0.8490258337657577,1.0
RP11-416L21.1,0.19028772,0.58265525,0.8490836777551262,1.0
MESP2,0.19018929,0.9131085,0.8491608043382156,1.0
ASMTL-AS1,0.19016469,0.86916107,0.849180086209615,1.0
AP001619.2,0.19014007,0.9795302,0.8491993681712428,1.0
CTD-3252C9.2,0.19009086,1.1240133,0.849237932365138,1.0
CCIN,0.19004165,0.6786376,0.8492764969198114,1.0
RP11-390K5.3,0.18999243,0.20310913,0.8493150618351731,1.0
EIF1AXP1,0.18996783,0.36822173,0.8493343444280839,1.0
FAM86B1,0.18986939,0.5912317,0.849411475700997,1.0
RP11-53O19.1,0.18952489,0.67097,0.8496814465032156,1.0
RP11-179H18.5,0.18942647,0.39118338,0.8497585842571701,1.0
RPL9P7,0.18886049,0.410794,0.8502021542313092,1.0
FZD10,0.18874976,-0.35773796,0.8502889452112874,1.0
MTIF3,0.18867594,-0.08819124,0.8503468068724556,1.0
TDRD3,0.1885529,-0.2425113,0.8504432447651961,1.0
PIK3R5,0.18845448,-0.11328556,0.8505203966902917,1.0
ABHD18,0.18840526,-0.055144507,0.8505589731895594,1.0
PARD3-AS1,0.18824531,0.2625535,0.850684349282031,1.0
TTC38,0.18822071,0.31930143,0.8507036382467822,1.0
CTD-2014B16.2,0.18822071,0.87036884,0.8507036382467822,1.0
SIRPB1,0.18822071,1.8923224,0.8507036382467822,1.0
NCBP2-AS1,0.18814689,1.652994,0.8507615056770234,1.0
C2CD2,0.18812229,-0.03659785,0.8507807949990621,1.0
RP11-325P15.1,0.18809767,1.6010646,0.8508000844103946,1.0
ZNF497,0.18809767,1.3861363,0.8508000844103946,1.0
RN7SL208P,0.18807307,1.4948871,0.8508193739110095,1.0
TMEM95,0.18802385,1.426499,0.8508579531800418,1.0
C1orf101,0.18802385,1.4646477,0.8508579531800418,1.0
RP11-507K2.6,0.18799925,-0.16023362,0.8508772429484365,1.0
RPS11P6,0.18795003,0.80656874,0.8509158227529268,1.0
FGD5,0.18792543,1.5578085,0.8509351127889999,1.0
RP1-257A7.4,0.18790081,1.396552,0.8509544029142766,1.0
TVP23CP1,0.18787621,1.6259933,0.8509736931287456,1.0
C20orf203,0.18787621,1.3278556,0.8509736931287456,1.0
RPS7P12,0.18785161,1.556241,0.8509929834323957,1.0
THRA,0.18785161,0.007418956,0.8509929834323957,1.0
RP11-53B2.6,0.18782699,1.4734793,0.8510122738252155,1.0
RP11-83B20.1,0.18777779,0.6602426,0.8510508548783194,1.0
RP5-1021I20.6,0.18770395,1.0753591,0.8511087271264671,1.0
AC010677.5,0.18770395,1.2658849,0.8511087271264671,1.0
CTB-41I6.2,0.18763013,0.56979364,0.8511666001765342,1.0
RP11-527J8.1,0.18760553,0.7324992,0.851185891371375,1.0
AF213884.2,0.18758093,0.8998755,0.8512051826552729,1.0
C9orf163,0.18755631,0.6670348,0.8512244740282167,1.0
RP11-339B21.13,0.18750711,0.52591074,0.8512630570411965,1.0
SEC63P1,0.18748249,1.0121025,0.85128234868121,1.0
RN7SL306P,0.18748249,0.8014882,0.85128234868121,1.0
HINT1P1,0.18740867,0.25876763,0.8513402241352102,1.0
RP11-285F7.2,0.18729794,0.69326967,0.8514270388174319,1.0
WDR25,0.18664585,-0.08649514,0.851938317323335,1.0
NDUFA8,0.18615371,-0.14333674,0.8523242291122948,1.0
RP11-532M24.1,0.18607987,0.17564255,0.8523821189323637,1.0
COQ3,0.18593223,0.00557925,0.8524979009578642,1.0
RP3-424M6.4,0.18589532,0.15805958,0.8525268469609678,1.0
ALDH1L1,0.18567386,0.39042053,0.8527005271491768,1.0
RPL7P20,0.18558773,1.1735461,0.8527680713738042,1.0
ZNF746,0.18557543,0.13217957,0.8527777206368947,1.0
DOC2A,0.18548931,1.3663235,0.8528452660953364,1.0
Metazoa-SRP.28,0.18548931,0.22343434,0.8528452660953364,1.0
SNORA25.7,0.18536627,1.4211992,0.8529417614791309,1.0
DUTP6,0.18535396,0.3374105,0.8529514111385761,1.0
CNNM1,0.18534167,1.1755626,0.8529610608200275,1.0
C6orf3,0.18529245,1.1977625,0.8529996597658682,1.0
RP11-192H23.8,0.18529245,1.2405555,0.8529996597658682,1.0
FOXE1,0.18526784,1.0447735,0.8530189593707898,1.0
RP11-32B5.7,0.18524323,1.1604968,0.8530382590636969,1.0
AC114271.2,0.18516941,1.3406643,0.85309615867022,1.0
TFAP2E,0.18514481,0.63187677,0.8531154587149573,1.0
SPCS2P4,0.18514481,0.20405233,0.8531154587149573,1.0
AP003068.18,0.1851202,1.0721372,0.8531347588476238,1.0
PRR15,0.1851202,0.051230185,0.8531347588476238,1.0
TCL6,0.1850956,0.10329959,0.8531540590682084,1.0
CTD-2600O9.1,0.1850956,0.9420487,0.8531540590682084,1.0
RP11-274B21.3,0.18507099,0.36965606,0.8531733593766996,1.0
RTN1,0.18507099,0.94483274,0.8531733593766996,1.0
RSAD1,0.18497255,0.055198256,0.8532505614895063,1.0
EPB41L4A-AS2,0.18492334,0.10734717,0.8532891630730564,1.0
CH507-9B2.1,0.18492334,0.7842706,0.8532891630730564,1.0
RP11-706P11.2,0.18489873,0.54238385,0.8533084639965787,1.0
ABHD12B,0.18489873,0.49505502,0.8533084639965787,1.0
RP11-365H23.1,0.1847757,0.36808813,0.8534049699312107,1.0
BRAT1,0.1847757,-0.037966985,0.8534049699312107,1.0
TRPM3,0.18467727,0.37445164,0.853482176258664,1.0
RN7SL200P,0.18460345,-0.38945898,0.8535400819252992,1.0
CA13,0.18455423,0.38460806,0.8535786861414796,1.0
MT-TF,0.18419743,0.027262077,0.8538585771892946,1.0
U1.11,0.1841482,1.3011525,0.8538971842955004,1.0
ZMYND11,0.18400057,-0.0029960463,0.854013007713087,1.0
KIAA0895L,0.18395136,0.036732037,0.8540516162183042,1.0
RP1-179N16.3,0.18391444,0.46847883,0.8540805728265991,1.0
MYO1G,0.18353303,-0.027726501,0.8543798026156818,1.0
XXbac-BPG283O16.9,0.18295476,-0.058645327,0.8548335135271133,1.0
RP1-273G13.2,0.18293016,1.3171475,0.8548528214402682,1.0
RP11-736K20.6,0.18280712,1.0993053,0.85494936230951,1.0
RP11-57H14.2,0.1827579,1.0168703,0.8549879792652808,1.0
CTC-232H10.1,0.1827333,0.5593403,0.8550072878734226,1.0
RP11-31F15.2,0.18263488,0.83591574,0.855084523174102,1.0
RP11-492E3.2,0.18253644,0.5498795,0.8551617598632183,1.0
AC107081.5,0.18251184,0.6596319,0.8551810692523559,1.0
RP11-848P1.2,0.18251184,0.51040554,0.8551810692523559,1.0
AC079807.2,0.18251184,0.9351641,0.8551810692523559,1.0
AC074286.1,0.18243802,0.7352448,0.8552389979400483,1.0
RP11-737O24.3,0.1823888,0.8407002,0.8552776174986298,1.0
C2orf70,0.18233958,0.83854306,0.8553162374038685,1.0
NCAPGP1,0.18224116,0.5589437,0.8553934782539557,1.0
KLHL11,0.1820689,-0.22764857,0.8555286530751367,1.0
SMG1P5,0.18199508,0.17981836,0.8555865864393433,1.0
RP11-531A24.5,0.18197048,0.80855054,0.8556058977337273,1.0
RN7SL73P,0.18194586,0.5930823,0.8556252091145835,1.0
RP1-257A7.5,0.18194586,0.14745384,0.8556252091145835,1.0
RAD51,0.18194586,-0.11451353,0.8556252091145835,1.0
MOGAT3,0.18182284,0.27145153,0.85572176731555,1.0
RP11-370I10.12,0.1817244,0.11045797,0.8557990154316679,1.0
RP11-61J19.5,0.1813553,0.08606266,0.8560887081673642,1.0
CALCRL,0.18134299,0.5755361,0.856098364926083,1.0
FBXW5,0.18133068,-0.066525236,0.8561080217063479,1.0
CTC-205M6.1,0.18042022,-0.32661045,0.8568226831365254,1.0
MKRN9P,0.18039562,1.1778034,0.8568419999423245,1.0
DKK4,0.18014954,0.87716,0.8570351727145978,1.0
RP11-390P24.1,0.18007572,0.9259769,0.8570931262166779,1.0
RP11-16F15.2,0.18007572,-0.15992865,0.8570931262166779,1.0
OXCT2,0.17992808,1.0714384,0.8572090355317614,1.0
RP4-669P10.19,0.17985426,0.9741152,0.8572669913441536,1.0
TTN-AS1,0.17976813,-0.16904706,0.8573346074311432,1.0
ARHGEF39,0.17976813,0.3976135,0.8573346074311432,1.0
C9orf147,0.17955896,0.35588688,0.8574988222855947,1.0
RP3-522D1.1,0.17953436,0.5679838,0.8575181420858465,1.0
HHAT,0.17947283,0.1406607,0.8575664419598663,1.0
AC079354.3,0.1793375,0.6171037,0.857672703559583,1.0
CTC-441N14.4,0.17921446,0.28990558,0.8577693072520339,1.0
PTPRO,0.17918986,0.37136805,0.857788628246184,1.0
RAB24,0.17893147,0.29927728,0.8579915038261534,1.0
NAP1L4P1,0.17888227,0.06612496,0.8580301478576005,1.0
ATP5L2,0.17882074,-0.10996653,0.858078453375316,1.0
RP5-1142A6.8,0.17877154,-0.10905424,0.8581170981721034,1.0
TCP10L,0.17781185,1.0471342,0.8588707395560636,1.0
RP11-350J20.5,0.17768882,1.3626002,0.858967369561949,1.0
ZNF154,0.17744274,0.83061874,0.8591606359099908,1.0
RP5-1039K5.12,0.17736892,0.73501164,0.8592186174605079,1.0
SCRN1,0.1773443,-0.041168116,0.859237944812739,1.0
FBXL18,0.1772951,-0.045038983,0.8592765997702214,1.0
TTC27,0.17724589,0.07899032,0.8593152550649885,1.0
RP11-889L3.4,0.17722128,0.9044831,0.8593345828388255,1.0
VPS33B,0.17722128,-0.36265707,0.8593345828388255,1.0
CPNE5,0.17714746,0.020672893,0.8593925666660138,1.0
RP11-227H15.7,0.17690139,0.121705934,0.8595858515647103,1.0
RAB42,0.17690139,0.0014711205,0.8595858515647103,1.0
TGM4,0.17686448,0.4182787,0.8596148450254975,1.0
TCEB2P1,0.17675374,0.34187227,0.8597018265433631,1.0
RP5-827C21.1,0.17666762,0.009792985,0.8597694800120939,1.0
CABP4,0.17664301,0.4372829,0.8597888097636817,1.0
CHGB,0.17653227,0.29685852,0.8598757946854199,1.0
GS1-124K5.3,0.17648306,0.066427074,0.8599144551965013,1.0
SMIM10L2A,0.17623699,1.3794298,0.8601077627869148,1.0
TMEM38A,0.17618777,0.44327188,0.8601464253113636,1.0
RP11-557N21.1,0.17608935,1.332589,0.8602237513659017,1.0
HTR2A,0.17601553,0.20154569,0.8602817467863833,1.0
RP11-314M24.1,0.17586789,21.121016,0.8603977398877911,1.0
RP11-188P20.3,0.17586789,21.065668,0.8603977398877911,1.0
RP5-965G21.4,0.17586789,20.515,0.8603977398877911,1.0
RP13-216E22.4,0.17586789,20.767307,0.8603977398877911,1.0
RP11-141M1.3,0.17586789,20.167862,0.8603977398877911,1.0
RP11-141M1.4,0.17586789,20.87734,0.8603977398877911,1.0
SNORD12C,0.17586789,20.709879,0.8603977398877911,1.0
CPA6,0.17586789,20.647514,0.8603977398877911,1.0
RP11-478B9.2,0.17586789,20.448406,0.8603977398877911,1.0
RP11-272P10.2,0.17586789,20.721565,0.8603977398877911,1.0
HMGB1P45,0.17586789,20.755432,0.8603977398877911,1.0
RP11-955H22.1,0.17586789,21.907793,0.8603977398877911,1.0
RP11-157F20.1,0.17586789,20.421318,0.8603977398877911,1.0
RP11-206M11.7,0.17586789,20.950474,0.8603977398877911,1.0
AC112198.1,0.17586789,20.784159,0.8603977398877911,1.0
RP11-173P15.10,0.17586789,20.452961,0.8603977398877911,1.0
MGC39584,0.17586789,20.386467,0.8603977398877911,1.0
PDE6H,0.17586789,22.018015,0.8603977398877911,1.0
RP11-65D17.1,0.17586789,20.37837,0.8603977398877911,1.0
AC008269.2,0.17586789,20.73757,0.8603977398877911,1.0
RP11-62E14.2,0.17586789,20.43105,0.8603977398877911,1.0
PYDC2,0.17586789,20.32522,0.8603977398877911,1.0
AC009014.3,0.17586789,21.495659,0.8603977398877911,1.0
CYP24A1,0.17586789,20.661661,0.8603977398877911,1.0
RP11-73M18.6,0.17586789,21.017036,0.8603977398877911,1.0
RP11-386M24.6,0.17586789,20.318947,0.8603977398877911,1.0
TEX19,0.17586789,20.581602,0.8603977398877911,1.0
LRFN2,0.17586789,20.516485,0.8603977398877911,1.0
CTD-2105E13.6,0.17586789,20.623398,0.8603977398877911,1.0
BTF3L4P2,0.17586789,20.632372,0.8603977398877911,1.0
TOMM20P1,0.17586789,20.54979,0.8603977398877911,1.0
HTR1D,0.17586789,20.773745,0.8603977398877911,1.0
OXGR1,0.17586789,20.682867,0.8603977398877911,1.0
RP11-16P20.3,0.17586789,20.702906,0.8603977398877911,1.0
EIF2S2P2,0.17586789,20.344778,0.8603977398877911,1.0
RN7SKP124,0.17586789,20.391838,0.8603977398877911,1.0
RN7SL265P,0.17586789,20.52821,0.8603977398877911,1.0
RP11-754I20.1,0.17586789,20.641396,0.8603977398877911,1.0
RP3-426I6.2,0.17586789,20.5754,0.8603977398877911,1.0
CD302,0.1755849,0.24210103,0.8606200684153658,1.0
POTEE,0.17535113,1.1209034,0.8608037394452284,1.0
GABRA5,0.17527731,1.0258156,0.8608617423877633,1.0
RP11-4M23.4,0.175265,0.35331875,0.8608714096178279,1.0
ZKSCAN2,0.17511736,0.16375569,0.8609874180042155,1.0
UVSSA,0.17482208,0.0356861,0.8612194437728182,1.0
AC009961.2,0.17476055,0.1889373,0.8612677839829211,1.0
ARL11,0.17473595,0.9391229,0.8612871202124898,1.0
RP11-566K19.8,0.17471135,0.4739621,0.8613064565251998,1.0
SKA3,0.17458831,-0.046477918,0.861403139335475,1.0
SDR42E2,0.17451449,0.57672405,0.8614611500186112,1.0
KB-1410C5.5,0.17444067,0.7173916,0.8615191614491013,1.0
CSNK2A3,0.17439145,0.13866329,0.8615578361511399,1.0
CTC-332L22.1,0.17419459,0.67621654,0.861712538277688,1.0
ST3GAL6-AS1,0.17404695,0.46682176,0.8618285683543692,1.0
ADD3-AS1,0.17402233,0.30827793,0.8618479069904316,1.0
FLJ42393,0.17377627,0.39538753,0.8620412979038543,1.0
HMGB1P41,0.17375165,0.3856432,0.8620606374502267,1.0
RP11-555K12.1,0.17361632,-0.3436477,0.8621670064330061,1.0
AP001412.1,0.17332104,3.7870677,0.8623990928866415,1.0
EEF1A1P8,0.17332104,3.5919764,0.8623990928866415,1.0
GAPDHP60,0.17332104,3.3992653,0.8623990928866415,1.0
RP11-304F15.3,0.17332104,3.3872643,0.8623990928866415,1.0
ZNF32-AS2,0.17332104,3.7286868,0.8623990928866415,1.0
SYNPR,0.17332104,3.6666107,0.8623990928866415,1.0
GPC5-AS1,0.17332104,4.09022,0.8623990928866415,1.0
RNU6-547P,0.17332104,3.977101,0.8623990928866415,1.0
LHFPL1,0.17332104,3.8705275,0.8623990928866415,1.0
TIAF1,0.17329642,3.673664,0.8624184339608908,1.0
RP11-295B17.6,0.17329642,3.587575,0.8624184339608908,1.0
RP11-1038A11.1,0.17327182,3.1902041,0.8624377751176173,1.0
IZUMO1,0.17327182,3.7507074,0.8624377751176173,1.0
RP4-533D7.5,0.17327182,3.2951415,0.8624377751176173,1.0
RP11-650P15.1,0.17327182,3.359375,0.8624377751176173,1.0
RP11-34P13.7,0.17327182,3.313934,0.8624377751176173,1.0
AC002550.6,0.1732472,3.0821435,0.8624571163568095,1.0
RP11-477N12.6,0.1732472,2.8919396,0.8624571163568095,1.0
ERVV-1,0.1732472,3.0515494,0.8624571163568095,1.0
RP11-636O21.2,0.1732472,3.156142,0.8624571163568095,1.0
RP11-130L8.1,0.1732472,3.9852197,0.8624571163568095,1.0
RP11-624D20.1,0.1732226,2.9856298,0.8624764576784563,1.0
AC007283.4,0.1732226,3.2597477,0.8624764576784563,1.0
RP11-1018J11.1,0.173198,2.9019952,0.8624957990825461,1.0
ROPN1B,0.173198,2.837924,0.8624957990825461,1.0
RP11-715F3.2,0.173198,2.7590263,0.8624957990825461,1.0
ACSM1,0.17317338,2.6690016,0.8625151405690679,1.0
RP3-406P24.4,0.17317338,2.6819508,0.8625151405690679,1.0
TLDC2,0.17317338,2.6685977,0.8625151405690679,1.0
OGFRP1,0.17314878,2.627224,0.8625344821380098,1.0
RP11-491F9.1,0.17314878,2.3624983,0.8625344821380098,1.0
SIGLEC5,0.17314878,2.353881,0.8625344821380098,1.0
RP11-57C13.5,0.17314878,2.4335508,0.8625344821380098,1.0
RP11-835E18.4,0.17314878,2.5501888,0.8625344821380098,1.0
GALR1,0.17314878,2.2401693,0.8625344821380098,1.0
RN7SL610P,0.17314878,2.284674,0.8625344821380098,1.0
GPX2,0.17314878,2.3335426,0.8625344821380098,1.0
RP11-44F14.5,0.17314878,2.0877285,0.8625344821380098,1.0
RP11-152H18.3,0.17312418,1.4508184,0.8625538237893609,1.0
RP11-128A17.2,0.17312418,1.6001284,0.8625538237893609,1.0
CDH20,0.17312418,1.8249671,0.8625538237893609,1.0
RP11-301G21.1,0.17312418,2.1716378,0.8625538237893609,1.0
RP11-569A11.1,0.17312418,2.1830688,0.8625538237893609,1.0
PEX11G,0.1728535,0.14779112,0.8627665873899693,1.0
MEIS1,0.17282888,-0.10209225,0.8627859300293425,1.0
TRIM7,0.17237365,0.6232268,0.8631437836836794,1.0
C11orf45,0.1721768,0.82074726,0.8632985399115121,1.0
RP11-458J1.1,0.17205375,0.27348036,0.8633952652179826,1.0
AP000350.5,0.17190611,0.52746737,0.8635113382884323,1.0
RP11-192C21.1,0.17188151,0.6952493,0.8635306840866632,1.0
DNAH11,0.17163543,0.5537617,0.8637241465674039,1.0
ZNF300P1,0.17146319,0.50328404,0.8638595751663486,1.0
RP11-37C7.3,0.17141397,0.37451527,0.8638982697866063,1.0
ATE1-AS1,0.17119251,0.42882058,0.8640723996160362,1.0
ELAC1,0.17108177,-0.52112836,0.8641594670069959,1.0
CCDC138,0.17097104,0.13117623,0.8642465360474035,1.0
HBD,0.1707988,3.718272,0.8643819800530178,1.0
NRBF2P3,0.17077418,2.7081118,0.8644013295220616,1.0
AC009948.7,0.17074957,2.590722,0.8644206790724176,1.0
GALR3,0.17074957,2.9002311,0.8644206790724176,1.0
RP11-442H21.2,0.17074957,2.6481998,0.8644206790724176,1.0
CTD-2562J15.6,0.17072497,2.8066516,0.8644400287040742,1.0
RP11-312J18.5,0.17072497,2.598429,0.8644400287040742,1.0
ABCA9-AS1,0.17070036,2.4252033,0.8644593784170201,1.0
EEF1A1P22,0.17070036,2.3609674,0.8644593784170201,1.0
RP11-513M16.7,0.17065115,2.5190043,0.8644980780867344,1.0
RP3-333H23.9,0.17065115,2.5546422,0.8644980780867344,1.0
LRRC36,0.17065115,2.590502,0.8644980780867344,1.0
RP11-59H7.3,0.17062654,2.2108488,0.86451742804348,1.0
ROCK1P1,0.17060193,2.0875607,0.8645367780814693,1.0
STX16-NPEPL1,0.17060193,2.0672474,0.8645367780814693,1.0
RP1-228H13.5,0.17057733,2.2138734,0.8645561282006912,1.0
NMUR1,0.17057733,1.3381561,0.8645561282006912,1.0
RNU6-574P,0.17057733,0.8976374,0.8645561282006912,1.0
CTC-471J1.2,0.17057733,1.2132974,0.8645561282006912,1.0
RP11-756P10.3,0.17057733,2.224904,0.8645561282006912,1.0
RP11-536C10.1,0.17057733,2.1037714,0.8645561282006912,1.0
KRTAP5-9,0.17057733,1.9451495,0.8645561282006912,1.0
RPL7P25,0.17055272,2.20516,0.864575478401134,1.0
RN7SL47P,0.17055272,2.1274328,0.864575478401134,1.0
AC064853.2,0.17052811,2.0775697,0.8645948286827866,1.0
RP11-307I14.2,0.1705035,1.3803836,0.8646141790456374,1.0
EIF4A1P9,0.1705035,1.5634078,0.8646141790456374,1.0
AC131097.4,0.1705035,1.9234511,0.8646141790456374,1.0
RP11-82O19.2,0.1705035,0.87562686,0.8646141790456374,1.0
RP5-1116H23.3,0.1704789,1.3934633,0.8646335294896752,1.0
RNU2-5P,0.17040507,1.4706929,0.8646915813087962,1.0
MCMDC2,0.17038047,1.3252456,0.8647109320774679,1.0
SLC17A4,0.17038047,1.40747,0.8647109320774679,1.0
Z97634.3,0.17018361,1.0486964,0.864865741146567,1.0
CTC-351M12.1,0.1701713,0.078868344,0.8648754168856541,1.0
RP11-259K5.2,0.16974068,0.58340436,0.8652140805062946,1.0
PARK2,0.16959304,0.71467847,0.8653301994495426,1.0
DLL4,0.16959304,0.614287,0.8653301994495426,1.0
TRERF1,0.1694577,0.18419039,0.8654366443684681,1.0
RIBC1,0.16927314,0.48231867,0.865581800464555,1.0
RP11-209A2.1,0.16903937,0.24686083,0.865765671362216,1.0
PCAT7,0.16883022,0.14217977,0.8659301935878323,1.0
MORF4L2-AS1,0.168781,0.23902908,0.8659689055443374,1.0
RP11-14N7.2,0.16870718,-0.104905,0.8660269740819934,1.0
FAM81B,0.16853492,0.2919176,0.8661624701484546,1.0
AGAP2,0.1684611,0.25688264,0.8662205410955967,1.0
RP11-30K9.1,0.16836268,-0.17493495,0.8662979701484569,1.0
RP5-1074L1.1,0.16827655,2.9739323,0.8663657216223153,1.0
RPS2P45,0.16825195,2.3970473,0.8663850793666489,1.0
